artist,song
The Bottle Rockets,Stuck In A Rut (LP Version)
The Bottle Rockets,Welfare Music
The Bottle Rockets,Slip Away (Album)
The Bottle Rockets,I Wanna Come Home (LP Version)
The Box Tops,I'm Your Puppet
The Box Tops,The Letter
The Box Tops,Soul Deep
The Box Tops,Cry Like A Baby
The Boxer Rebellion,Never Knowing How Or Why (Album Version)
The Boxer Rebellion,These Walls Are Thin (Album Version)
The Boxer Rebellion,Misplaced (Album Version)
The Boxer Rebellion,Lay Me Down (Album Version)
The Boxer Rebellion,The Absentee (Album Version)
The Boxer Rebellion,Flight (Album Version)
The Boxer Rebellion,All You Do Is Talk (Album Version)
The Boxer Rebellion,Soviets (Album Version)
The Boxer Rebellion,Forces (Album Version)
The Boxer Rebellion,Watermelon (Album Version)
The Boxer Rebellion,World Without End (Album Version)
The Boxer Rebellion,Spitting Fire (Album Version)
The Boxer Rebellion,Silent Movie (Album Version)
The Boxer Rebellion,Evacuate (Album Version)
The Boxer Rebellion,Flashing Red Light Means Go (Album Version)
The Boxer Rebellion,The Gospel Of Goro Adachi (Album Version)
The Boxer Rebellion,Cowboys & Engines (Album Version)
The Boxer Rebellion,Move On (Album Version)
The Boxer Rebellion,Semi Automatic (Album Version)
The Boxmasters,As Tears Go By
The Boxmasters,Heartbreakin' Wreck
The Boy Least Likely To,The Battle Of The Boy Least Likely To
The Boy Least Likely To,God Takes Care Of The Little Things
The Boy Least Likely To,Be Gentle With Me
The Boy Least Likely To,A Fairytale Ending
The Boy Least Likely To,I'm Glad I Hitched My Apple Wagon To Your Star
The Boys Next Door,I Mistake Myself
The Brand New Heavies,You Are The Universe
The Brand New Heavies,State Of Yo (Feat. Black Sheep)
The Brand New Heavies,Back To Love
The Brand New Heavies,Stay This Way
The Brand New Heavies,Put The Funk Back In It
The Brand New Heavies,Last to Know
The Brand New Heavies,I Like It
The Brand New Heavies,After Forever
The Brand New Heavies,Once Is Twice Enough
The Brand New Heavies,You Can Do It
The Brand New Heavies,Keep Together
The Brand New Heavies,People Giving Love
The Brand New Heavies,Who Makes The Loot? (Feat. Grand Puba)
The Brand New Heavies,Dream On Dreamer
The Brand New Heavies,Midnight At The Oasis
The Brand New Heavies,Day Break
The Brand New Heavies,Mind Trips (BNH Remix)
The Brand New Heavies,Have A Good Time
The Brand New Heavies,Highest High
The Brand New Heavies,We Won't Stop
The Brand New Heavies Feat. Dirty Rat,Bling Bling
The Bravery,Give In
The Bravery,The Ring Song
The Bravery,An Honest Mistake
The Bravery,Hot Pursuit
The Bravery,Public Service Announcement
The Bravery,Time Won't Let Me Go
The Brecker Brothers,East River
The Brecker Brothers,Inside Out
The Breeders,Drivin On 9
The Breeders,Oh!
The Breeders,Mad Lucas
The Breeders,S.O.S.
The Breeders,The She
The Breeders,Opened
The Breeders,Off You
The Breeders,Mountain Battles
The Breeders,Roi
The Breeders,Limehouse
The Breeders,Do You Love Me Now ?
The Breeders,Iris
The Breeders,Roi (reprise)
The Breeders,Night Of Joy
The Breeders,Divine Hammer
The Breeders,So Sad About Us
The Breeders,No Way
The Breeders,Istanbul
The Breeders,Too Alive
The Breeders,Bang On
The Breeders,Hellbound
The Breeders,German Studies
The Breeders,London Song
The Breeders,No Aloha
The Breeders,Regalame Esta Noche
The Breeders,Metal Man
The Breeders,Spark
The Breeders,Flipside
The Breeders,Overglazed
The Breeders,I Just Wanna Get Along
The Breeders,Doe
The Breeders,Hag
The Breeders,Little Fury
The Breeders,When I Was A Painter
The Breeders,Saints
The Breeders,Invisible Man
The Breeders,Buffy Theme
The Breeders,Safari
The Breeders,Only In 3s
The Breeders,Do You Love Me Now Jr?
The Breeders,Fortunately Gone
The Breeders,New Year
The Breeders,Huffer
The Breeders,Dont Call Home
The Breeders,Cannonball
The Breeders,Sinister Foxx
The Breeders,Happiness Is A Warm Gun
The Brian Jonestown Massacre,Crushed
The Brian Jonestown Massacre,Wisdom
The Brian Jonestown Massacre,You look great when I'm fucked up
The Brian Jonestown Massacre,Servo
The Brian Jonestown Massacre,Ballad Of Jim Jones
The Brian Jonestown Massacre,#1 Hit Jam
The Brian Jonestown Massacre,Sue
The Brian Jonestown Massacre,Tschusse
The Brian Jonestown Massacre,Fucker
The Brian Jonestown Massacre,Mary Please
The Brian Jonestown Massacre,Let's Pretend It's Summer
The Brian Jonestown Massacre,Reign On
The Brian Jonestown Massacre,Feel So Good
The Brian Jonestown Massacre,Wasting Away
The Brian Setzer Orchestra,So They Say It's Christmas
The Brian Setzer Orchestra,Americano
The Brian Setzer Orchestra,Nosey Joe
The Brian Setzer Orchestra,Sammy Davis City
The Brian Setzer Orchestra,This Old House
The Brian Setzer Orchestra,Hey_ Louis Prima
The Brian Setzer Orchestra,The Dirty Boogie
The Brian Setzer Orchestra,As Long As I'm Singin'
The Brian Setzer Orchestra,Jump Jive An' Wail
The Brian Setzer Orchestra,Since I Don't Have You
The Brian Setzer Orchestra,Santa Claus Is Back In Town
The Brian Setzer Orchestra,Town Without Pity
The Brian Setzer Orchestra,You're The Boss
The Brian Setzer Orchestra,This Cat's On A Hot Tin Roof
The Brian Setzer Orchestra,Hollywood Nocturne
The Brian Setzer Orchestra,Let's Live It Up
The Brian Setzer Orchestra,"Honey Man (An Adaptation Of Rimsky-Korsakov's ""Flight Of The Bumblebee"")"
The Briefs,No More Presidents
The Briefs,Sylvia
The Briefs,Killed By Ants
The Bristols,Can't You See That He's Mine
The Bristols,Little Baby (Album Version)
The Brooklyn Funk Essentials,Ska Ka-Bop
The Brooklyn Funk Essentials,Freeway To Uskudar
The Brooklyn Funk Essentials,Magick Karpet Ride
The Brooklyn Funk Essentials,By And Bye
The Brooklyn Funk Essentials,Selling Out
The Brooklyn Tabernacle Choir,Goodness of the Lord
The Brooklyn Tabernacle Choir,He Reigns Forever
The Brooklyn Tabernacle Choir,I Can Go To God In Prayer
The Brooklyn Tabernacle Choir,He's God
The Brooklyn Tabernacle Choir,More Than Ever Before
The Brooklyn Tabernacle Choir,Still Doing Great Things
The Brooklyn Tabernacle Choir,This Is How It Feels To Be Free
The Brooklyn Tabernacle Choir,We Bless Your Name
The Brooklyn Tabernacle Choir,My Life Is In Your Hands
The Brooklyn Tabernacle Choir,It Was A Great Thing
The Brooklyn Tabernacle Choir,Go Forth
The Brooklyn Tabernacle Choir,Be Glad
The Brother Kite,Get On_ Me
The Brother Kite,The Finest Kind
The Brothers Johnson,Blam
The Brothers Johnson,Stomp!
The Brothers Johnson,Funk It (Funkadelala)
The Brothers Johnson,Get The Funk Out Ma Face
The Brothers Johnson,I'll Be Good To You
The Brothers Johnson,Ride-O-Rocket
The Brothers Johnson,Q
The Brothers Johnson,Mista' Cool
The Brought Low,A Better Life
The Browns featuring Jim Ed Brown,The Three Bells (Les Trois Cloches)
The Browns featuring Jim Ed Brown,Scarlet Ribbons (For Her Hair)
The Brute Chorus,Hercules
The Bucketheads,The Bomb (Little Louie Vega Bonus)
The Buckinghams,Susan
The Budos Band,Ghost Walk
The Budos Band,Budos Theme
The Budos Band,Up From The South
The Budos Band,Aynotchesh Yererfu
The Budos Band,Chicago Falcon
The Budos Band,Ride Or Die
The Budos Band,Deep In The Sand
The Budos Band,Scorpion
The Budos Band,Monkey See_ Monkey Do
The Budos Band,T.I.B.W.F.
The Budos Band,Adeniji
The Budos Band,Eastbound
The Budos Band,Budos Rising
The Budos Band,The Volcano Song
The Budos Band,Across The Atlantic
The Budos Band,King Charles
The Budos Band,Mas O Menos
The Budos Band,Sing A Simple Song
The Budos Band,Origin Of Man
The Budos Band,His Girl
The Buff Medways,Sally Sensation
The Bug,Poison Dart (Skream remix)
The Bug Featuring Flowdan,Warning
The Bug Featuring Flowdan,Jah War
The Bug Featuring Killa P & Flowdan,Skeng
The Bug Featuring Ricky Ranking,Judgement
The Bug Featuring Ricky Ranking,Murder We
The Bug Featuring Ricky Ranking,Too Much Pain
The Bug Featuring Spaceape,Fuckaz
The Bug Featuring Tippa Irie,Angry
The Bug Featuring Warrior Queen,Insane
The Buggles,Video Killed The Radio Star
The Builders and the Butchers,Barcelona
The Builders and the Butchers,Vampire Lake
The Builders and the Butchers,The World Is A Top
The Burning Hotels,Stuck In The Middle
The Business,Saturday's Heroes
The Business,Anywhere But Here
The Business,Drinking And Driving
The Butterfly Effect,Reach
The Buzzcocks,Reconciliation
The Buzzcocks,Running Free
The Byrds,Goin' Back
The Byrds,Wasn't Born To Follow
The Byrds,Psychodrama City
The Byrds,Yesterday's Train
The Byrds,C.T.A. - 102
The Byrds,5 D (Fifth Dimension)
The Byrds,Hickory Wind
The C.R.S. Players,Nursery Chimes
The C.R.S. Players,Six Times Table Song
The CDM Chartbreakers,Home
The Cadets,Stranded In The Jungle
The Cadillacs,Speedo
The Cadillacs,Speedoo
The Cake Sale feat.  Lisa Hannigan,Needles
The Cake Sale feat. Gary Lightbody and Lisa Hannigan,Some Surprise
The Cake Sale feat. Glen Hansard,Too Many People
The California Ear Unit,Hoketus
The California Ramblers,The Pay-Off
The Call,Oklahoma (LP Version)
The Call,I Still Believe (Great Design) (LP Version)
The Call,With Or Without Reason (LP Version)
The Calling,We're Forgiven
The Calling,Our Lives
The Calling,Nothing's Changed
The Calling,Wherever You Will Go
The Calling,Adrienne
The Calling,London Calling
The Capris,There's A Moon Out Tonight
The Car Is On Fire,Break Up With Him (The Break-Up Song)
The Car Is On Fire,Manuel
The Car Is On Fire,Iran/China
The Car Is On Fire,Ellinor
The Cardigans,Nasty Sunny Beam
The Cardigans,Your New Cuckoo
The Cardigans,Been It
The Cardigans,For What It's Worth
The Cardigans,Erase / Rewind
The Cardigans,Black Letter Day
The Cardigans,Losers
The Cardigans,Couldn't Care Less
The Cardigans,Seems Hard
The Cardigans,Overload
The Cardigans,Carnival
The Cardigans,Gordon's Gardenparty
The Cardigans,Cloudy Sky
The Cardigans,Choke
The Cardigans,Rise & Shine
The Cardigans,Lovefool
The Cardigans,Great Divide
The Cardigans,In The Afternoon
The Cardigans,Travelling With Charley
The Cardigans,Give Me Your Eyes
The Cardigans,Sick & Tired
The Cardigans,Lead Me Into The Night
The Cardigans,Little Black Cloud
The Cardigans,And Then You Kissed Me
The Cardigans,Feathers and Down
The Cardigans,After All...
The Cardigans,Pooh Song
The Cardigans,A Good Horse
The Cardigans,Godspell
The Cardigans,War
The Cardigans,Explode
The Cardigans,Hanging Around
The Cardigans,Marvel Hill
The Cardigans,Daddy's Car
The Cardigans,Please Sister
The Cardigans,Blah Blah Blah
The Cardigans,Celia Inside
The Cardigans,Don't Blame Your Daughter (Diamonds)
The Cardigans,Plain Parade
The Cardigans,Never Recover
The Cardigans,Last Song
The Cardigans,Emmerdale
The Cardigans,Slow
The Cardigans,Over The Water
The Cardigans,Mr. Crowley
The Cardigans,Sabbath Bloody Sabbath
The Cardigans,Communication
The Cardigans,Step On Me
The Cardigans,Higher
The Cardigans,Heartbreaker
The Cardigans,Drip Drop Teardrop
The Cardigans,Junk Of The Hearts
The Cardigans,I Figured Out
The Cardigans,Paralyzed
The Cardigans,Fine
The Cardigans,Iron Man
The Cars,Bye Bye Love (LP Version)
The Cars,Hello Again  (LP Version)
The Cars,Tonight She Comes (LP Version)
The Cars,Wound Up On You (LP Version)
The Cars,You Might Think  (LP Version)
The Cars,Good Times Roll (LP Version)
The Cars,Drive (LP Version)
The Cars,I'm Not The One  (LP Version)
The Cars,Magic (LP Version)
The Carter Family,Little Log Cabin By The Sea
The Cascades,Rhythm Of The Rain
The Cast Of 'High School Musical',All For One
The Cast Of 'High School Musical',We're All In This Together
The Cast Of 'High School Musical',Get'Cha Head In The Game
The Cast Of 'High School Musical',Breaking Free
The Cast Of 'High School Musical',What Time Is It
The Cast Of 'High School Musical',Work This Out
The Cast Of 'High School Musical',What I've Been Looking For
The Castaways,Liar_ Liar
The Casualeers,Dance_ Dance_ Dance
The Casualties,Get Off My Back
The Casualties,On City Streets
The Casualties,Punx Unite
The Casualties,Looking Thru Bloodshot Eyes
The Casualties,Casualties Army
The Casualties,Under Attack
The Casualties,Clockwork
The Casualties,Depression- Unemployment Lines
The Casualties,War Is Business
The Casualties,Carry on the Flag
The Casualties,Social Outcast
The Casualties,In the Tombs
The Casualties,Fight For Your Life
The Casualties,Apocalypse Today
The Casualties,Rise and Fall
The Cat Empire,Two Shoes
The Cat Empire,Party Started
The Cat Empire,The Wine Song
The Cat Empire,How To Explain
The Cat Empire,Days Like These
The Cat Empire,The Lost Song
The Cat Empire,One Four Five
The Cat Empire,The Rhythm
The Cat Empire,Hello
The Cat Empire,The Chariot
The Cat Empire,Sly
The Cat Empire,In My Pocket
The Cat's Miaow,Sleepyhead
The Cat's Miaow,A 50's Ballad
The Cat's Miaow,Brighter Star
The Cave Singers,At The Cut
The Cave Singers,New Monuments
The Cave Singers,Seeds Of Night
The Cave Singers,Beach House
The Cave Singers,Called
The Cave Singers,Oh Christine
The Cave Singers,I Dont Mind
The Cave Singers,Cold Eye
The Cave Singers,Royal Lawns
The Cave Singers,Dancing On Our Graves
The Cave Singers,Elephant Clouds
The Cave Singers,Hen Of The Woods
The Centurions,Vesuvius (LP Version)
The Centurions,Surfin' At Mazatland (LP Version)
The Chakachas,Jungle Fever
The Challengers,Foot Tapper (Album Version)
The Challengers,Apache (Album Version)
The Chambers Brothers,Time Has Come Today
The Chameleons,Don't Fall
The Chameleons,Here Today
The Chameleons,Silence Sea and Sky
The Chameleons,Singing Rule Britannia
The Chameleons,Return of the Roughnecks
The Chameleons,One Flesh
The Chameleons,Thursday's Child
The Champs,Tequila
The Chantels,Every Night (I Pray)
The Chap,Carlos Walter Wendy Stanley
The Chap,Volumatic Spacer Device
The Chap,Effort plus Guns
The Chap,Why Don't You Hit me Back
The Chap,BITSS!!
The Chap,Proper Rock
The Chap,We Are Not Impartial
The Chap,Remember Elvis Rex
The Chap,I Got Flattened By a Pig Farmer
The Charade,Monday Morning
The Chariot,The Bullet Never Lies_ And Time Will Prove All Things (An allegory of unfaithful jerusalem)
The Chariot,Oversea
The Chariot,Then Came To Kill
The Chariot,Heard This Noise
The Chariot,They Drew Their Swords
The Chariot,Impress.
The Chariot,The Company_ The Comfort_ The Grave
The Chariot,Phil Cosby (Before There Was Atlanta_ There Was Douglasville)
The Chariot,Yanni Depp
The Charlatans,Dead Man's Eyes
The Charlatans,You're So Pretty - We're So Pretty
The Charlatans,Road To Paradise
The Charlatans,This Is The End
The Charlatans,Bad Days (Live at Milan Magazini Generali)
The Charlatans,The Misbegotten
The Charlatans,Sonic
The Charlatans,White Shirt
The Charlie Daniels Band,Let It Roll
The Charlie Daniels Band,The Legend Of Wooley Swamp
The Charlie Daniels Band,Layla
The Charlie Daniels Band,The Devil Went Down To Georgia
The Charlie Daniels Band,High Lonesome
The Charlie Daniels Band,Mississippi
The Charlie Daniels Band,Uneasy Rider
The Charlie Daniels Band,(What This World Needs Is) A Few More Rednecks
The Charlie Daniels Band,Stroker's Theme
The Charms,Hearts Of Stone
The Cheetah Girls,Cheetah Love
The Cheetah Girls,Shake A Tail Feather
The Cheetah Girls,I'm The One
The Cheetah Girls,Dig A Little Deeper
The Cheetah Girls,Fly Away
The Cheetah Girls,No Place Like Us
The Chi-Lites,I Found Sunshine
The Chi-Lites,Oh Girl
The Chicken Hunters,Nightskating
The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith,Caravan
The Chieftains,The Bells of Dublin/Christmas Eve
The Chieftains,Oiche Nollag (Christmas Eve)
The Chieftains,The Raggle Taggle Gypsy
The Chieftains / Banda de Gaita de Batallón / Carlos Nunez / Los Cenzontles / L.A. Juvenil / Los Folkloristas,Finale
The Chills,Pink Frost
The Chills,Satin Doll
The Chinese Stars,Loose Traffic
The Chipmunks,Bring It On
The Chipmunks With David Seville,Jingle Bell Rock
The Chipmunks With David Seville,We Wish You A Merry Christmas (1999 Digital Remaster)
The Chips,Rubber Biscuit
The Chordettes,Mr Sandman
The Chordettes,Lollipop [Squeak E. Clean & Desert Eagles Remix]
The Chosen Few,Reggae Stuff
The Christians,Words
The Christians,Harvest For The World
The Church,Travel By Thought (2002 Digital Remaster)
The Church,Intro
The Church,Maybe These Boys... (2001 Digital Remaster)
The Church,Electric (2002 Digital Remaster)
The Church,It's No Reason (2002 Digital Remaster)
The Church,Columbus
The Church,Don't Look Back (2002 Digital Remaster)
The Church,A Fire Burns (2002 Digital Remaster)
The Church,Under The Milky Way
The Church,Radiant 1934 remix
The Cinematic Orchestra,Everyday
The Cinematic Orchestra,Odessa
The Cinematic Orchestra,As The Stars Fall
